timestamp,throughput,rtt,loss_rate
0,-1,31.313603142558975,0.01637527465449828
1,-1,35.92170341171598,0.017510258598735253
2,-1,21.40546001162406,0.018188246468411273
3,-1,30.012692034523216,0.03132159560761188
4,-1,25.669654174374372,0.019132816408104797
5,-1,28.265005426233632,0.02781491316142363
6,-1,0.023322033898305082,0.031454407780196515
7,-1,25.703671932765545,0.032809303844757935
8,-1,18.03633677986656,0.026636882086315906
9,-1,37.67361023324446,0.03423856656780306
10,-1,32.64217777740017,0.033491315281042607
11,-1,25.56382538286265,0.03349628126876112
12,-1,23.027908060223304,0.029898218136578482
13,-1,26.61528882461604,0.02871239528224207
14,-1,36.888953578572455,0.027637792642648592
15,-1,29.417642306097868,0.03529165592868962
16,-1,34.3740234420779,0.033525818586176315
17,-1,30.552565938223548,0.035196369179083704
18,-1,26.45521450748458,0.03722031261910638
19,-1,36.407757964961064,0.040263760192687126
20,-1,21.35624347290112,0.030690163987293413
21,-1,33.063372498300346,0.039653644604103734
22,-1,33.00789108598564,0.04301333570209972
23,-1,36.740145366180684,0.037410693218665074
24,-1,32.96585358322872,0.03039492041400627
25,-1,27.537835487866154,0.03215773018044157
26,-1,26.250887878983043,0.02857843739418469
27,-1,23.69555012963299,0.01931635372362276
28,-1,25.1444098098082,0.025800874181383392
29,-1,19.208645963204198,0.026976902378241612
30,-1,35.82059916844813,0.02209721758334997
31,-1,38.676284346869494,0.02055672487779537
32,-1,29.248780288519267,0.012232625629618911
33,-1,32.61194607234322,0.022769801184358018
34,-1,26.589713367768624,0.011345536502222984
35,-1,24.892556152907552,0.008100333475866967
36,-1,33.78920419622226,0.005731324605091261
37,-1,33.20505393424395,0.01650208116052869
38,-1,37.57706581488948,0.0071164372942469885
39,-1,33.44666179802691,0.005300188480435258
40,-1,37.94054042836302,0.012457854058335553
41,-1,27.200832955247485,0.006513499329736684
42,-1,29.301227435288876,0.003868783183614505
43,-1,30.454707439418186,0.01220874485636077
44,-1,27.85974916809957,0.001056835234988937
45,-1,36.09602938115503,0.0018278753352146291
46,-1,36.23301394026254,0
47,-1,29.384203070313006,0.003011075706506136
48,-1,31.33652767976371,0.007885752895640731
49,-1,34.53400848064816,0
50,-1,33.79862742559274,0.008204150121922079
51,-1,24.976110561399345,0.011792393122152689
52,-1,28.48501370321832,0.014268528542553357
53,-1,28.206651038996252,0.007111933065263819
54,-1,32.75459427811638,0.013023564450753082
55,-1,28.025200265103436,0
56,-1,30.31756680095027,0.012407505891757752
57,-1,33.14503485282184,0.013955273916841442
58,-1,23.098996601732495,0.014444632775920398
59,-1,35.70333596170407,0.017493454236633735
