timestamp,throughput,rtt,loss_rate
0,-1,21.141620673263102,0.028582635950597977
1,-1,32.68486964645705,0.027065291544879647
2,-1,33.1492257417845,0.02656110520489386
3,-1,36.37427908779128,0.018343893396423828
4,-1,32.39528564977229,0.021041016690806148
5,-1,27.40071789922767,0.0272038133465329
6,-1,0.01991525423728814,0.0390145702527048
7,-1,37.77283284058884,0.0300627183218465
8,-1,27.54982216795553,0.02286739660195631
9,-1,26.217008249450924,0.033190826233395136
10,-1,38.31272959218245,0.04006154584844676
11,-1,36.74250941954822,0.03593978780310678
12,-1,28.69957018556545,0.03352544482641053
13,-1,34.14118236376229,0.03887938455682133
14,-1,23.790811032522583,0.028126619000983077
15,-1,29.053677189356875,0.04210606787876922
16,-1,29.390051205873597,0.03322615566356558
17,-1,35.071966510735436,0.04102232255311668
18,-1,34.74599365715536,0.031184703714304558
19,-1,32.71483175932978,0.04152629644699671
20,-1,15.884245676529618,0.0405646464039196
21,-1,22.67254633546205,0.03848091375549674
22,-1,26.298340064692383,0.028007586078630697
23,-1,30.10043352708756,0.03455360904930447
24,-1,33.029741386188284,0.02737557969975706
25,-1,30.626155539085044,0.026982637080536633
26,-1,29.076559543206688,0.023413263220720765
27,-1,30.92336080985666,0.025795500933972672
28,-1,27.598034568974214,0.024359922328402003
29,-1,27.48470515358751,0.014084075810008777
30,-1,33.70326762077103,0.018098221439097482
31,-1,27.175237877886758,0.026670939899016567
32,-1,26.65606741778094,0.021180337641124713
33,-1,38.73981056129192,0.015760515424505687
34,-1,23.79958472764229,0.013047139187809632
35,-1,30.025037765534695,0.016692469679304864
36,-1,32.574403559428156,0.009105656804867863
37,-1,37.68286888618893,0.01613521996688697
38,-1,30.65109160437776,0.00797142579969535
39,-1,37.54624334031735,0.01415964068890339
40,-1,32.56231091488244,0.0009346961616986758
41,-1,30.094486835020625,0.004049330532172515
42,-1,29.166398250533323,0.006524946629893665
43,-1,25.96994554268706,0
44,-1,27.723589160753694,0
45,-1,39.34593095764465,0.0038167639041001653
46,-1,22.175072764559122,0.00714140045729472
47,-1,25.978123149104597,0.01345584661635953
48,-1,22.233163064761897,0
49,-1,22.651581875559778,0.0037620172434803447
50,-1,31.511263653916668,0.006428389361708406
51,-1,29.86372150092753,0.006101190207756501
52,-1,28.213616282078068,0.00691657549089058
53,-1,35.3206739623915,0.0012168206883904284
54,-1,30.90819560011855,0.013042026194661787
55,-1,28.09076807520961,0.016267903994270368
56,-1,29.606754745658826,0.016816583454709464
57,-1,16.88829447092079,0.010325841839339598
58,-1,19.178246288383402,0.01536534776385455
59,-1,29.391075711835935,0.024532128122997737
