timestamp,throughput,rtt,loss_rate
0,-1,36.94216061432326,0.02156581245673741
1,-1,29.37550160820654,0.019353471261212726
2,-1,36.65871304876015,0.029808937658703603
3,-1,28.117771691796584,0.017385459851554756
4,-1,37.000823246487585,0.019400569459687243
5,-1,28.79092969291915,0.02128997904916125
6,-1,0.02079661016949152,0.037528863830918205
7,-1,29.15017292537884,0.040442228317781645
8,-1,29.55593186475917,0.02585952324964685
9,-1,30.866498166218236,0.029881214824982953
10,-1,29.384043549223886,0.04291563401175943
11,-1,30.95403578988621,0.03239800103062109
12,-1,35.04567681374334,0.03011508429796372
13,-1,35.99477010137296,0.045755196100674335
14,-1,32.21737524901622,0.03144592317196616
15,-1,23.52179667926048,0.03513012866546115
16,-1,29.039047228060525,0.03429488317920556
17,-1,29.35327362971692,0.02870898575829396
18,-1,29.523572240207308,0.038388629836147097
19,-1,35.73658502033404,0.03667235960893494
20,-1,33.1870137365451,0.029344916402975093
21,-1,30.886183611466016,0.028526456866914497
22,-1,26.639546983733442,0.025693661857523104
23,-1,26.78559618922929,0.026918712855987445
24,-1,30.192970458601188,0.03318212496599733
25,-1,36.15036457876173,0.02442191293535233
26,-1,32.17892773149946,0.02335723929786463
27,-1,32.41322300891484,0.02963990447303054
28,-1,16.263016907331853,0.018021937944121557
29,-1,35.039730662895124,0.025292605939013217
30,-1,34.00996582791817,0.015370816649795144
31,-1,26.957568843828412,0.01888706702088342
32,-1,24.93779600586524,0.019714580015252427
33,-1,29.829142111934658,0.014346128706685522
34,-1,38.33740913915699,0.012298212487644258
35,-1,18.920856789684517,0.01834846115836257
36,-1,33.03138727519606,0.005861715164083699
37,-1,24.16547811871247,0.002580638918533354
38,-1,24.41097802141977,0.01955557090626782
39,-1,31.690764862120613,0.009196229229294053
40,-1,29.790343628606532,0
41,-1,24.639528868838838,0.01163870521097781
42,-1,24.168371901377178,0.007000973120587164
43,-1,35.440267955882476,0.011317929225798964
44,-1,37.066813852011855,0.009598441006349958
45,-1,26.549050156112465,0
46,-1,36.33715024051962,0.008717430577824358
47,-1,22.842090725211204,0.007471100617410293
48,-1,18.86419601306469,0.009507697312854127
49,-1,30.438525094448984,0.0043097690134416364
50,-1,38.90675317348651,0
51,-1,32.7558467238227,0
52,-1,35.637854623513206,0.011077173771539094
53,-1,30.588703809884606,0.00672158031209396
54,-1,23.766404659584396,0.01584601059290235
55,-1,35.19739930841623,0.0005676791175777181
56,-1,30.250924070260886,0.01966412075634323
57,-1,24.72921645896526,0.014173184762925027
58,-1,31.88025741373112,0.01835753096182585
59,-1,24.38733447383101,0.019138681953161957
